id,kind,row_id,cluster_id,column,confidence,derivable,default,decision,proposed_value,note
144|Shipowner country/area,fill,144,,Shipowner country/area,G,True,accept,accept,Malaysia,from data/shipowner_facts.csv for owner 'misc'
181|Shipowner country/area,fill,181,,Shipowner country/area,G,True,accept,accept,South Korea,from data/shipowner_facts.csv for owner 'sk shipping'
184|Shipowner country/area,fill,184,,Shipowner country/area,G,True,accept,accept,Norway,from data/shipowner_facts.csv for owner 'knutsen'
185|Shipowner country/area,fill,185,,Shipowner country/area,G,True,accept,accept,Norway,from data/shipowner_facts.csv for owner 'knutsen'
186|Shipowner country/area,fill,186,,Shipowner country/area,G,True,accept,accept,Norway,from data/shipowner_facts.csv for owner 'knutsen'
187|Shipowner country/area,fill,187,,Shipowner country/area,G,True,accept,accept,Norway,from data/shipowner_facts.csv for owner 'knutsen'
188|Shipowner country/area,fill,188,,Shipowner country/area,G,True,accept,accept,Norway,from data/shipowner_facts.csv for owner 'knutsen'
189|Shipowner country/area,fill,189,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
190|Shipowner country/area,fill,190,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
191|Shipowner country/area,fill,191,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
192|Shipowner country/area,fill,192,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
193|Shipowner country/area,fill,193,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
194|Shipowner country/area,fill,194,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
195|Shipowner country/area,fill,195,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
197|Shipowner country/area,fill,197,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
231|Shipowner country/area,fill,231,,Shipowner country/area,G,True,accept,accept,Greece,from data/shipowner_facts.csv for owner 'tms-cardiff'
232|Shipowner country/area,fill,232,,Shipowner country/area,G,True,accept,accept,South Korea,from data/shipowner_facts.csv for owner 'sk shipping'
233|Shipowner country/area,fill,233,,Shipowner country/area,G,True,accept,accept,South Korea,from data/shipowner_facts.csv for owner 'sk shipping'
235|Shipowner country/area,fill,235,,Shipowner country/area,G,True,accept,accept,Greece,from data/shipowner_facts.csv for owner 'tms-cardiff'
236|Shipowner country/area,fill,236,,Shipowner country/area,G,True,accept,accept,Greece,from data/shipowner_facts.csv for owner 'tms-cardiff'
241|Shipowner country/area,fill,241,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
251|Shipowner country/area,fill,251,,Shipowner country/area,G,True,accept,accept,Denmark,from data/shipowner_facts.csv for owner 'celsius'
252|Shipowner country/area,fill,252,,Shipowner country/area,G,True,accept,accept,Denmark,from data/shipowner_facts.csv for owner 'celsius'
263|Shipowner country/area,fill,263,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
264|Shipowner country/area,fill,264,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
265|Shipowner country/area,fill,265,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
273|Shipowner country/area,fill,273,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
274|Shipowner country/area,fill,274,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
289|Shipowner country/area,fill,289,,Shipowner country/area,G,True,accept,accept,Hong Kong,from data/shipowner_facts.csv for owner 'united liquefied gas'
324|Shipowner country/area,fill,324,,Shipowner country/area,G,True,accept,accept,Greece,from data/shipowner_facts.csv for owner 'capital'
373|Shipowner country/area,fill,373,,Shipowner country/area,G,True,accept,accept,Greece,from data/shipowner_facts.csv for owner 'capital'
375|Shipowner country/area,fill,375,,Shipowner country/area,G,True,accept,accept,Russia,from data/shipowner_facts.csv for owner 'smart lng'
384|Shipowner country/area,fill,384,,Shipowner country/area,G,True,accept,accept,Greece,from data/shipowner_facts.csv for owner 'capital'
386|Shipowner country/area,fill,386,,Shipowner country/area,G,True,accept,accept,Greece,from data/shipowner_facts.csv for owner 'capital'
708|Shipowner country/area,fill,708,,Shipowner country/area,G,True,accept,accept,United Arab Emirates,from data/shipowner_facts.csv for owner 'adnoc'
709|Shipowner country/area,fill,709,,Shipowner country/area,G,True,accept,accept,United Arab Emirates,from data/shipowner_facts.csv for owner 'adnoc'
710|Shipowner country/area,fill,710,,Shipowner country/area,G,True,accept,accept,United Arab Emirates,from data/shipowner_facts.csv for owner 'adnoc'
714|Shipowner country/area,fill,714,,Shipowner country/area,G,True,accept,accept,Norway,from data/shipowner_facts.csv for owner 'knutsen'
1092|Shipowner country/area,fill,1092,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
147|Shipowner country/area,fill,147,,Shipowner country/area,G,True,accept,accept,Malaysia,from data/shipowner_facts.csv for owner 'misc'
156|Shipowner country/area,fill,156,,Shipowner country/area,G,True,accept,accept,Malaysia,from data/shipowner_facts.csv for owner 'misc'
157|Shipowner country/area,fill,157,,Shipowner country/area,G,True,accept,accept,Malaysia,from data/shipowner_facts.csv for owner 'misc'
198|Shipowner country/area,fill,198,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
199|Shipowner country/area,fill,199,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
200|Shipowner country/area,fill,200,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
203|Shipowner country/area,fill,203,,Shipowner country/area,G,True,accept,accept,Greece,from data/shipowner_facts.csv for owner 'evalend shipping'
204|Shipowner country/area,fill,204,,Shipowner country/area,G,True,accept,accept,Greece,from data/shipowner_facts.csv for owner 'evalend shipping'
239|Shipowner country/area,fill,239,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
240|Shipowner country/area,fill,240,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
242|Shipowner country/area,fill,242,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
243|Shipowner country/area,fill,243,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
253|Shipowner country/area,fill,253,,Shipowner country/area,G,True,accept,accept,Denmark,from data/shipowner_facts.csv for owner 'celsius'
254|Shipowner country/area,fill,254,,Shipowner country/area,G,True,accept,accept,Denmark,from data/shipowner_facts.csv for owner 'celsius'
255|Shipowner country/area,fill,255,,Shipowner country/area,G,True,accept,accept,Denmark,from data/shipowner_facts.csv for owner 'celsius'
256|Shipowner country/area,fill,256,,Shipowner country/area,G,True,accept,accept,Denmark,from data/shipowner_facts.csv for owner 'celsius'
387|Shipowner country/area,fill,387,,Shipowner country/area,G,True,accept,accept,Greece,from data/shipowner_facts.csv for owner 'capital'
513|Shipowner country/area,fill,513,,Shipowner country/area,G,True,accept,accept,China,from data/shipowner_facts.csv for owner 'cosco'
514|Shipowner country/area,fill,514,,Shipowner country/area,G,True,accept,accept,China,from data/shipowner_facts.csv for owner 'cosco'
541|Shipowner country/area,fill,541,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
158|Shipowner country/area,fill,158,,Shipowner country/area,G,True,accept,accept,United Arab Emirates,from data/shipowner_facts.csv for owner 'adnoc'
159|Shipowner country/area,fill,159,,Shipowner country/area,G,True,accept,accept,United Arab Emirates,from data/shipowner_facts.csv for owner 'adnoc'
160|Shipowner country/area,fill,160,,Shipowner country/area,G,True,accept,accept,United Arab Emirates,from data/shipowner_facts.csv for owner 'adnoc'
161|Shipowner country/area,fill,161,,Shipowner country/area,G,True,accept,accept,United Arab Emirates,from data/shipowner_facts.csv for owner 'adnoc'
205|Shipowner country/area,fill,205,,Shipowner country/area,G,True,accept,accept,Greece,from data/shipowner_facts.csv for owner 'evalend shipping'
206|Shipowner country/area,fill,206,,Shipowner country/area,G,True,accept,accept,Greece,from data/shipowner_facts.csv for owner 'evalend shipping'
244|Shipowner country/area,fill,244,,Shipowner country/area,G,True,accept,accept,Greece,from data/shipowner_facts.csv for owner 'capital'
245|Shipowner country/area,fill,245,,Shipowner country/area,G,True,accept,accept,Greece,from data/shipowner_facts.csv for owner 'capital'
246|Shipowner country/area,fill,246,,Shipowner country/area,G,True,accept,accept,Greece,from data/shipowner_facts.csv for owner 'capital'
247|Shipowner country/area,fill,247,,Shipowner country/area,G,True,accept,accept,Greece,from data/shipowner_facts.csv for owner 'capital'
508|Shipowner country/area,fill,508,,Shipowner country/area,G,True,accept,accept,China,from data/shipowner_facts.csv for owner 'cosco'
1144|Shipowner country/area,fill,1144,,Shipowner country/area,G,True,accept,accept,United States,from data/shipowner_facts.csv for owner 'hanwha shipping'
1145|Shipowner country/area,fill,1145,,Shipowner country/area,G,True,accept,accept,United States,from data/shipowner_facts.csv for owner 'hanwha shipping'
1146|Shipowner country/area,fill,1146,,Shipowner country/area,G,True,accept,accept,Greece,from data/shipowner_facts.csv for owner 'gaslog'
1147|Shipowner country/area,fill,1147,,Shipowner country/area,G,True,accept,accept,Greece,from data/shipowner_facts.csv for owner 'gaslog'
1152|Shipowner country/area,fill,1152,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
1153|Shipowner country/area,fill,1153,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
1156|Shipowner country/area,fill,1156,,Shipowner country/area,G,True,accept,accept,United Kingdom,from data/shipowner_facts.csv for owner 'purus'
1166|Shipowner country/area,fill,1166,,Shipowner country/area,G,True,accept,accept,Denmark,from data/shipowner_facts.csv for owner 'celsius'
1170|Shipowner country/area,fill,1170,,Shipowner country/area,G,True,accept,accept,Denmark,from data/shipowner_facts.csv for owner 'celsius'
1171|Shipowner country/area,fill,1171,,Shipowner country/area,G,True,accept,accept,Denmark,from data/shipowner_facts.csv for owner 'celsius'
1175|Shipowner country/area,fill,1175,,Shipowner country/area,G,True,accept,accept,Norway,from data/shipowner_facts.csv for owner 'knutsen'
1176|Shipowner country/area,fill,1176,,Shipowner country/area,G,True,accept,accept,Norway,from data/shipowner_facts.csv for owner 'knutsen'
1177|Shipowner country/area,fill,1177,,Shipowner country/area,G,True,accept,accept,Norway,from data/shipowner_facts.csv for owner 'knutsen'
1178|Shipowner country/area,fill,1178,,Shipowner country/area,G,True,accept,accept,Norway,from data/shipowner_facts.csv for owner 'knutsen'
1182|Shipowner country/area,fill,1182,,Shipowner country/area,G,True,accept,accept,Greece,from data/shipowner_facts.csv for owner 'tms-cardiff'
1183|Shipowner country/area,fill,1183,,Shipowner country/area,G,True,accept,accept,Greece,from data/shipowner_facts.csv for owner 'tms-cardiff'
1184|Shipowner country/area,fill,1184,,Shipowner country/area,G,True,accept,accept,Greece,from data/shipowner_facts.csv for owner 'tms-cardiff'
1185|Shipowner country/area,fill,1185,,Shipowner country/area,G,True,accept,accept,Greece,from data/shipowner_facts.csv for owner 'tms-cardiff'
1193|Shipowner country/area,fill,1193,,Shipowner country/area,G,True,accept,accept,Greece,from data/shipowner_facts.csv for owner 'capital'
1216|Yard location latitude,fill,1216,,Yard location latitude,G,True,accept,accept,22.33849,yard-location for 'cmhi' (DC §6.7)
1216|Yard location longitude,fill,1216,,Yard location longitude,G,True,accept,accept,114.092895,yard-location for 'cmhi' (DC §6.7)
1216|Yard location plus code,fill,1216,,Yard location plus code,G,True,accept,accept,"83QV+H7 Sai Tso Wan, Hong Kong",yard-location for 'cmhi' (DC §6.7)
1216|Yard location accuracy,fill,1216,,Yard location accuracy,G,True,accept,accept,exact,yard-location for 'cmhi' (DC §6.7)
1216|Yard location lat/lon [ref],fill,1216,,Yard location lat/lon [ref],G,True,accept,accept,"https://www.google.com/maps/place/China+Merchants+Industry+Co+Ltd/@22.338976,114",yard-location for 'cmhi' (DC §6.7)
1217|Yard location latitude,fill,1217,,Yard location latitude,G,True,accept,accept,22.33849,yard-location for 'cmhi' (DC §6.7)
1217|Yard location longitude,fill,1217,,Yard location longitude,G,True,accept,accept,114.092895,yard-location for 'cmhi' (DC §6.7)
1217|Yard location plus code,fill,1217,,Yard location plus code,G,True,accept,accept,"83QV+H7 Sai Tso Wan, Hong Kong",yard-location for 'cmhi' (DC §6.7)
1217|Yard location accuracy,fill,1217,,Yard location accuracy,G,True,accept,accept,exact,yard-location for 'cmhi' (DC §6.7)
1217|Yard location lat/lon [ref],fill,1217,,Yard location lat/lon [ref],G,True,accept,accept,"https://www.google.com/maps/place/China+Merchants+Industry+Co+Ltd/@22.338976,114",yard-location for 'cmhi' (DC §6.7)
1154|Shipowner country/area,fill,1154,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
1155|Shipowner country/area,fill,1155,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
1157|Shipowner country/area,fill,1157,,Shipowner country/area,G,True,accept,accept,United Kingdom,from data/shipowner_facts.csv for owner 'purus'
1174|Shipowner country/area,fill,1174,,Shipowner country/area,G,True,accept,accept,United Kingdom,from data/shipowner_facts.csv for owner 'purus'
1179|Shipowner country/area,fill,1179,,Shipowner country/area,G,True,accept,accept,Norway,from data/shipowner_facts.csv for owner 'knutsen'
1180|Shipowner country/area,fill,1180,,Shipowner country/area,G,True,accept,accept,Norway,from data/shipowner_facts.csv for owner 'knutsen'
1181|Shipowner country/area,fill,1181,,Shipowner country/area,G,True,accept,accept,Norway,from data/shipowner_facts.csv for owner 'knutsen'
1194|Shipowner country/area,fill,1194,,Shipowner country/area,G,True,accept,accept,Greece,from data/shipowner_facts.csv for owner 'capital'
1195|Shipowner country/area,fill,1195,,Shipowner country/area,G,True,accept,accept,Greece,from data/shipowner_facts.csv for owner 'capital'
1196|Shipowner country/area,fill,1196,,Shipowner country/area,G,True,accept,accept,Malaysia,from data/shipowner_facts.csv for owner 'misc'
1197|Shipowner country/area,fill,1197,,Shipowner country/area,G,True,accept,accept,Malaysia,from data/shipowner_facts.csv for owner 'misc'
1199|Shipowner country/area,fill,1199,,Shipowner country/area,G,True,accept,accept,Malaysia,from data/shipowner_facts.csv for owner 'misc'
1201|Shipowner country/area,fill,1201,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
1202|Shipowner country/area,fill,1202,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
1203|Shipowner country/area,fill,1203,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
1204|Shipowner country/area,fill,1204,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
1205|Shipowner country/area,fill,1205,,Shipowner country/area,G,True,accept,accept,Norway,from data/shipowner_facts.csv for owner 'knutsen'
1207|Shipowner country/area,fill,1207,,Shipowner country/area,G,True,accept,accept,Greece,from data/shipowner_facts.csv for owner 'tms-cardiff'
1208|Shipowner country/area,fill,1208,,Shipowner country/area,G,True,accept,accept,Greece,from data/shipowner_facts.csv for owner 'tms-cardiff'
1227|Shipowner country/area,fill,1227,,Shipowner country/area,G,True,accept,accept,Bermuda,from data/shipowner_facts.csv for owner 'unknown'
1198|Shipowner country/area,fill,1198,,Shipowner country/area,G,True,accept,accept,Malaysia,from data/shipowner_facts.csv for owner 'misc'
1200|Shipowner country/area,fill,1200,,Shipowner country/area,G,True,accept,accept,Malaysia,from data/shipowner_facts.csv for owner 'misc'
1224|Shipowner country/area,fill,1224,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
1225|Shipowner country/area,fill,1225,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
1226|Shipowner country/area,fill,1226,,Shipowner country/area,G,True,accept,accept,Japan,from data/shipowner_facts.csv for owner 'nyk'
1218|Hull number,fill,1218,,Hull number,Y,False,hold,hold,Hull 2803 (SHI),"shipvault yardno 2803, IMO 1185077, ordered 2026-06, delivery 2028-11 -- matches"
1218|IMO number,fill,1218,,IMO number,Y,False,hold,hold,1185077,Paired with Hull number fill above; same shipvault record. [orderbook-lead match
1227|Shipowner,fill,1227,,Shipowner,Y,False,hold,hold,Purus Marine,LNG Prime article 188654 (already cited on this row for status/shipbuilder) is t
1227|Hull number,fill,1227,,Hull number,Y,False,hold,hold,Hull 2808 (SHI),"shipvault yardno 2808, IMO 1187609, ordered 2026-06, delivery 2029-02 -- matches"
1227|IMO number,fill,1227,,IMO number,Y,False,hold,hold,1187609,Paired with Hull number fill above; same shipvault record. [orderbook-lead match
1219|Hull number,fill,1219,,Hull number,G,False,accept,accept,Hull 2628 (Hanwha),"shipvault yardno 2628, IMO 1185144, delivery 2029-9 -- matches row 1219's delive"
1219|IMO number,fill,1219,,IMO number,G,False,accept,accept,1185144,Paired with Hull number fill above; same shipvault record. [orderbook-lead match
1205|Hull number,fill,1205,,Hull number,Y,False,hold,hold,Hull 2627 (Hanwha),By elimination: the only other un-hulled Knutsen/Hanwha Ocean on-order row is 12
67|Price,fill,67,,Price,Y,False,hold,hold,250000000,LNG Prime: DSME duo for Venture Global worth about $500 million (2 ships -> $250
68|Price,fill,68,,Price,Y,False,hold,hold,250000000,LNG Prime: DSME duo for Venture Global worth about $500 million (2 ships -> $250
1190|Propulsion type,fill,1190,,Propulsion type,G,False,accept,accept,X-DF,Both ThisDayLive and BusinessDay NG report the BGT/Hudong-Zhonghua order vessels
1190|Operator/charterer,fill,1190,,Operator/charterer,G,False,accept,accept,Nigeria LNG,"Vessels ""will be chartered by NLNG and managed by NLNG Shipping and Marine Servi"
1190|Cargo type,fill,1190,,Cargo type,Y,False,hold,hold,membrane,Portnews: ships equipped with GTT NO96 Super+ membrane containment system.
1191|Propulsion type,fill,1191,,Propulsion type,G,False,accept,accept,X-DF,Both ThisDayLive and BusinessDay NG report the BGT/Hudong-Zhonghua order vessels
1191|Operator/charterer,fill,1191,,Operator/charterer,G,False,accept,accept,Nigeria LNG,"Vessels ""will be chartered by NLNG and managed by NLNG Shipping and Marine Servi"
1191|Cargo type,fill,1191,,Cargo type,Y,False,hold,hold,membrane,Portnews: ships equipped with GTT NO96 Super+ membrane containment system.
1192|Propulsion type,fill,1192,,Propulsion type,G,False,accept,accept,X-DF,Both ThisDayLive and BusinessDay NG report the BGT/Hudong-Zhonghua order vessels
1192|Operator/charterer,fill,1192,,Operator/charterer,G,False,accept,accept,Nigeria LNG,"Vessels ""will be chartered by NLNG and managed by NLNG Shipping and Marine Servi"
1192|Cargo type,fill,1192,,Cargo type,Y,False,hold,hold,membrane,Portnews: ships equipped with GTT NO96 Super+ membrane containment system.
207|Contract date,fill,207,,Contract date,G,False,accept,accept,27-Sep-2023,QatarEnergy/HD Hyundai Heavy Industries 17-carrier deal announced/inked 27 Sep 2
207|Price,fill,207,,Price,G,False,accept,accept,229000000,"LNG Prime: total deal $3.9 billion for 17 ships states literally ""the price tag "
207|Operator/charterer,fill,207,,Operator/charterer,G,False,accept,accept,QatarEnergy,"Vessels owned by Nakilat, chartered to affiliates of QatarEnergy under time char"
208|Contract date,fill,208,,Contract date,G,False,accept,accept,27-Sep-2023,QatarEnergy/HD Hyundai Heavy Industries 17-carrier deal announced/inked 27 Sep 2
208|Price,fill,208,,Price,G,False,accept,accept,229000000,"LNG Prime: total deal $3.9 billion for 17 ships states literally ""the price tag "
208|Operator/charterer,fill,208,,Operator/charterer,G,False,accept,accept,QatarEnergy,"Vessels owned by Nakilat, chartered to affiliates of QatarEnergy under time char"
209|Contract date,fill,209,,Contract date,G,False,accept,accept,27-Sep-2023,QatarEnergy/HD Hyundai Heavy Industries 17-carrier deal announced/inked 27 Sep 2
209|Price,fill,209,,Price,G,False,accept,accept,229000000,"LNG Prime: total deal $3.9 billion for 17 ships states literally ""the price tag "
209|Operator/charterer,fill,209,,Operator/charterer,G,False,accept,accept,QatarEnergy,"Vessels owned by Nakilat, chartered to affiliates of QatarEnergy under time char"
210|Contract date,fill,210,,Contract date,G,False,accept,accept,27-Sep-2023,QatarEnergy/HD Hyundai Heavy Industries 17-carrier deal announced/inked 27 Sep 2
210|Price,fill,210,,Price,G,False,accept,accept,229000000,"LNG Prime: total deal $3.9 billion for 17 ships states literally ""the price tag "
210|Operator/charterer,fill,210,,Operator/charterer,G,False,accept,accept,QatarEnergy,"Vessels owned by Nakilat, chartered to affiliates of QatarEnergy under time char"
211|Contract date,fill,211,,Contract date,G,False,accept,accept,27-Sep-2023,QatarEnergy/HD Hyundai Heavy Industries 17-carrier deal announced/inked 27 Sep 2
211|Price,fill,211,,Price,G,False,accept,accept,229000000,"LNG Prime: total deal $3.9 billion for 17 ships states literally ""the price tag "
211|Operator/charterer,fill,211,,Operator/charterer,G,False,accept,accept,QatarEnergy,"Vessels owned by Nakilat, chartered to affiliates of QatarEnergy under time char"
212|Contract date,fill,212,,Contract date,G,False,accept,accept,27-Sep-2023,QatarEnergy/HD Hyundai Heavy Industries 17-carrier deal announced/inked 27 Sep 2
212|Price,fill,212,,Price,G,False,accept,accept,229000000,"LNG Prime: total deal $3.9 billion for 17 ships states literally ""the price tag "
212|Operator/charterer,fill,212,,Operator/charterer,G,False,accept,accept,QatarEnergy,"Vessels owned by Nakilat, chartered to affiliates of QatarEnergy under time char"
213|Contract date,fill,213,,Contract date,G,False,accept,accept,27-Sep-2023,QatarEnergy/HD Hyundai Heavy Industries 17-carrier deal announced/inked 27 Sep 2
213|Price,fill,213,,Price,G,False,accept,accept,229000000,"LNG Prime: total deal $3.9 billion for 17 ships states literally ""the price tag "
213|Operator/charterer,fill,213,,Operator/charterer,G,False,accept,accept,QatarEnergy,"Vessels owned by Nakilat, chartered to affiliates of QatarEnergy under time char"
214|Contract date,fill,214,,Contract date,G,False,accept,accept,27-Sep-2023,QatarEnergy/HD Hyundai Heavy Industries 17-carrier deal announced/inked 27 Sep 2
214|Price,fill,214,,Price,G,False,accept,accept,229000000,"LNG Prime: total deal $3.9 billion for 17 ships states literally ""the price tag "
214|Operator/charterer,fill,214,,Operator/charterer,G,False,accept,accept,QatarEnergy,"Vessels owned by Nakilat, chartered to affiliates of QatarEnergy under time char"
215|Contract date,fill,215,,Contract date,G,False,accept,accept,27-Sep-2023,QatarEnergy/HD Hyundai Heavy Industries 17-carrier deal announced/inked 27 Sep 2
215|Price,fill,215,,Price,G,False,accept,accept,229000000,"LNG Prime: total deal $3.9 billion for 17 ships states literally ""the price tag "
215|Operator/charterer,fill,215,,Operator/charterer,G,False,accept,accept,QatarEnergy,"Vessels owned by Nakilat, chartered to affiliates of QatarEnergy under time char"
216|Contract date,fill,216,,Contract date,G,False,accept,accept,27-Sep-2023,QatarEnergy/HD Hyundai Heavy Industries 17-carrier deal announced/inked 27 Sep 2
216|Price,fill,216,,Price,G,False,accept,accept,229000000,"LNG Prime: total deal $3.9 billion for 17 ships states literally ""the price tag "
216|Operator/charterer,fill,216,,Operator/charterer,G,False,accept,accept,QatarEnergy,"Vessels owned by Nakilat, chartered to affiliates of QatarEnergy under time char"
217|Contract date,fill,217,,Contract date,G,False,accept,accept,27-Sep-2023,QatarEnergy/HD Hyundai Heavy Industries 17-carrier deal announced/inked 27 Sep 2
217|Price,fill,217,,Price,G,False,accept,accept,229000000,"LNG Prime: total deal $3.9 billion for 17 ships states literally ""the price tag "
217|Operator/charterer,fill,217,,Operator/charterer,G,False,accept,accept,QatarEnergy,"Vessels owned by Nakilat, chartered to affiliates of QatarEnergy under time char"
218|Contract date,fill,218,,Contract date,G,False,accept,accept,27-Sep-2023,QatarEnergy/HD Hyundai Heavy Industries 17-carrier deal announced/inked 27 Sep 2
218|Price,fill,218,,Price,G,False,accept,accept,229000000,"LNG Prime: total deal $3.9 billion for 17 ships states literally ""the price tag "
218|Operator/charterer,fill,218,,Operator/charterer,G,False,accept,accept,QatarEnergy,"Vessels owned by Nakilat, chartered to affiliates of QatarEnergy under time char"
219|Contract date,fill,219,,Contract date,G,False,accept,accept,27-Sep-2023,QatarEnergy/HD Hyundai Heavy Industries 17-carrier deal announced/inked 27 Sep 2
219|Price,fill,219,,Price,G,False,accept,accept,229000000,"LNG Prime: total deal $3.9 billion for 17 ships states literally ""the price tag "
219|Operator/charterer,fill,219,,Operator/charterer,G,False,accept,accept,QatarEnergy,"Vessels owned by Nakilat, chartered to affiliates of QatarEnergy under time char"
220|Contract date,fill,220,,Contract date,G,False,accept,accept,27-Sep-2023,QatarEnergy/HD Hyundai Heavy Industries 17-carrier deal announced/inked 27 Sep 2
220|Price,fill,220,,Price,G,False,accept,accept,229000000,"LNG Prime: total deal $3.9 billion for 17 ships states literally ""the price tag "
220|Operator/charterer,fill,220,,Operator/charterer,G,False,accept,accept,QatarEnergy,"Vessels owned by Nakilat, chartered to affiliates of QatarEnergy under time char"
221|Contract date,fill,221,,Contract date,G,False,accept,accept,27-Sep-2023,QatarEnergy/HD Hyundai Heavy Industries 17-carrier deal announced/inked 27 Sep 2
221|Price,fill,221,,Price,G,False,accept,accept,229000000,"LNG Prime: total deal $3.9 billion for 17 ships states literally ""the price tag "
221|Operator/charterer,fill,221,,Operator/charterer,G,False,accept,accept,QatarEnergy,"Vessels owned by Nakilat, chartered to affiliates of QatarEnergy under time char"
222|Contract date,fill,222,,Contract date,G,False,accept,accept,27-Sep-2023,QatarEnergy/HD Hyundai Heavy Industries 17-carrier deal announced/inked 27 Sep 2
222|Price,fill,222,,Price,G,False,accept,accept,229000000,"LNG Prime: total deal $3.9 billion for 17 ships states literally ""the price tag "
222|Operator/charterer,fill,222,,Operator/charterer,G,False,accept,accept,QatarEnergy,"Vessels owned by Nakilat, chartered to affiliates of QatarEnergy under time char"
223|Contract date,fill,223,,Contract date,G,False,accept,accept,27-Sep-2023,QatarEnergy/HD Hyundai Heavy Industries 17-carrier deal announced/inked 27 Sep 2
223|Price,fill,223,,Price,G,False,accept,accept,229000000,"LNG Prime: total deal $3.9 billion for 17 ships states literally ""the price tag "
223|Operator/charterer,fill,223,,Operator/charterer,G,False,accept,accept,QatarEnergy,"Vessels owned by Nakilat, chartered to affiliates of QatarEnergy under time char"
203|Price,fill,203,,Price,Y,False,hold,hold,260000000,"Splash247 (28-Jul-2023): Evalend penned a letter of intent for two 174,000cbm ca"
204|Price,fill,204,,Price,Y,False,hold,hold,260000000,Same source as row 203 (sister hull from same 2-ship LOI).
205|Contract date,fill,205,,Contract date,Y,False,hold,hold,20-Nov-2023,"Splash247: ""Evalend Shipping has doubled its orderbook ... with two more units a"
206|Contract date,fill,206,,Contract date,Y,False,hold,hold,20-Nov-2023,Same source as row 205 (sister hull from same 2-ship order).
158|Contract date,fill,158,,Contract date,Y,False,hold,hold,01-Jul-2024,Splash247 (published 01-Jul-2024): ADNOC L&S awarded Samsung Heavy Industries a 
158|Operator/charterer,fill,158,,Operator/charterer,Y,False,hold,hold,ADNOC,"Vessels ""will be time chartered to ADNOC subsidiaries for 20 years."" [charterer "
159|Contract date,fill,159,,Contract date,Y,False,hold,hold,01-Jul-2024,Splash247 (published 01-Jul-2024): ADNOC L&S awarded Samsung Heavy Industries a 
159|Operator/charterer,fill,159,,Operator/charterer,Y,False,hold,hold,ADNOC,"Vessels ""will be time chartered to ADNOC subsidiaries for 20 years."" [charterer "
